class,coverage,stride,accuracy,n_samples
juggling fire,75,4,0.780000,50
juggling soccer ball,75,4,0.740000,50
jumping into pool,75,4,0.920000,50
jumpstyle dancing,75,4,0.734694,49
kicking field goal,75,4,0.880000,50
kicking soccer ball,75,4,0.560000,50
kissing,75,4,0.717391,46
kitesurfing,75,4,0.920000,50
knitting,75,4,0.980000,50
krumping,75,4,0.714286,49
laughing,75,4,0.520833,48
laying bricks,75,4,0.877551,49
long jump,75,4,0.620000,50
lunge,75,4,0.720000,50
making a cake,75,4,0.489796,49
making a sandwich,75,4,0.700000,50
making bed,75,4,0.900000,50
making jewelry,75,4,0.693878,49
making pizza,75,4,0.880000,50
making snowman,75,4,0.960000,50
making sushi,75,4,0.920000,50
making tea,75,4,0.700000,50
marching,75,4,0.940000,50
massaging back,75,4,0.795918,49
massaging feet,75,4,0.530612,49
massaging legs,75,4,0.714286,49
massaging person's head,75,4,0.520000,50
milking cow,75,4,1.000000,48
mopping floor,75,4,0.620000,50
motorcycling,75,4,0.877551,49
moving furniture,75,4,0.560000,50
mowing lawn,75,4,0.840000,50
news anchoring,75,4,0.720000,50
opening bottle,75,4,0.620000,50
opening present,75,4,0.880000,50
paragliding,75,4,0.980000,50
parasailing,75,4,0.900000,50
parkour,75,4,0.666667,48
passing American football (in game),75,4,0.880000,50
passing American football (not in game),75,4,0.571429,49
peeling apples,75,4,0.940000,50
peeling potatoes,75,4,0.720000,50
petting animal (not cat),75,4,0.571429,49
petting cat,75,4,0.920000,50
picking fruit,75,4,0.918367,49
planting trees,75,4,0.816327,49
plastering,75,4,0.640000,50
playing accordion,75,4,0.938776,49
playing badminton,75,4,0.820000,50
playing bagpipes,75,4,0.860000,50
playing basketball,75,4,0.600000,50
playing bass guitar,75,4,0.840000,50
playing cards,75,4,0.840000,50
playing cello,75,4,0.940000,50
playing chess,75,4,0.980000,50
playing clarinet,75,4,0.840000,50
playing controller,75,4,0.960000,50
playing cricket,75,4,0.857143,49
playing cymbals,75,4,0.840000,50
playing didgeridoo,75,4,0.920000,50
playing drums,75,4,0.918367,49
playing flute,75,4,0.780000,50
playing guitar,75,4,0.700000,50
playing harmonica,75,4,0.755102,49
playing harp,75,4,0.980000,50
playing ice hockey,75,4,0.979592,49
playing keyboard,75,4,0.750000,48
playing kickball,75,4,0.860000,50
playing monopoly,75,4,0.920000,50
playing organ,75,4,0.880000,50
playing paintball,75,4,0.980000,50
playing piano,75,4,0.640000,50
playing poker,75,4,0.918367,49
playing recorder,75,4,0.840000,50
playing saxophone,75,4,0.880000,50
playing squash or racquetball,75,4,1.000000,50
playing tennis,75,4,0.938776,49
playing trombone,75,4,0.897959,49
playing trumpet,75,4,0.918367,49
playing ukulele,75,4,0.900000,50
playing violin,75,4,0.840000,50
playing volleyball,75,4,0.833333,48
playing xylophone,75,4,0.780000,50
pole vault,75,4,0.840000,50
presenting weather forecast,75,4,0.960000,50
pull ups,75,4,0.940000,50
pumping fist,75,4,0.420000,50
pumping gas,75,4,0.937500,48
punching bag,75,4,0.880000,50
punching person (boxing),75,4,0.693878,49
push up,75,4,0.833333,48
pushing car,75,4,0.720000,50
pushing cart,75,4,0.840000,50
pushing wheelchair,75,4,0.880000,50
reading book,75,4,0.780000,50
reading newspaper,75,4,0.800000,50
recording music,75,4,0.340000,50
riding a bike,75,4,0.729167,48
riding camel,75,4,0.960000,50
riding elephant,75,4,0.940000,50
riding mechanical bull,75,4,0.959184,49
riding mountain bike,75,4,0.836735,49
riding mule,75,4,0.840000,50
riding or walking with horse,75,4,0.895833,48
riding scooter,75,4,0.800000,50
riding unicycle,75,4,0.840000,50
ripping paper,75,4,0.700000,50
robot dancing,75,4,0.440000,50
rock climbing,75,4,0.880000,50
rock scissors paper,75,4,0.320000,50
roller skating,75,4,0.940000,50
running on treadmill,75,4,0.854167,48
sailing,75,4,0.959184,49
salsa dancing,75,4,0.693878,49
sanding floor,75,4,0.960000,50
scrambling eggs,75,4,0.820000,50
scuba diving,75,4,0.960000,50
setting table,75,4,0.795918,49
shaking hands,75,4,0.229167,48
shaking head,75,4,0.500000,50
sharpening knives,75,4,0.780000,50
sharpening pencil,75,4,0.880000,50
shaving head,75,4,0.760000,50
shaving legs,75,4,0.660000,50
shearing sheep,75,4,1.000000,49
shining shoes,75,4,0.800000,50
shooting basketball,75,4,0.340000,50
shooting goal (soccer),75,4,0.653061,49
shot put,75,4,0.840000,50
shoveling snow,75,4,0.960000,50
shredding paper,75,4,0.740000,50
shuffling cards,75,4,0.897959,49
side kick,75,4,0.760000,50
sign language interpreting,75,4,0.666667,48
singing,75,4,0.480000,50
situp,75,4,0.700000,50
skateboarding,75,4,0.960000,50
ski jumping,75,4,0.700000,50
skiing (not slalom or crosscountry),75,4,0.673469,49
skiing crosscountry,75,4,0.820000,50
skiing slalom,75,4,0.840000,50
skipping rope,75,4,0.780000,50
skydiving,75,4,0.860000,50
slacklining,75,4,0.836735,49
slapping,75,4,0.102041,49
sled dog racing,75,4,1.000000,50
smoking,75,4,0.551020,49
smoking hookah,75,4,0.857143,49
snatch weight lifting,75,4,0.795918,49
sneezing,75,4,0.320000,50
sniffing,75,4,0.145833,48
snorkeling,75,4,0.880000,50
snowboarding,75,4,0.744681,47
snowkiting,75,4,0.960000,50
snowmobiling,75,4,0.857143,49
somersaulting,75,4,0.360000,50
spinning poi,75,4,0.897959,49
spray painting,75,4,0.816327,49
spraying,75,4,0.480000,50
springboard diving,75,4,0.916667,48
squat,75,4,0.760000,50
sticking tongue out,75,4,0.285714,49
stomping grapes,75,4,0.900000,50
stretching arm,75,4,0.400000,50
stretching leg,75,4,0.500000,50
strumming guitar,75,4,0.700000,50
surfing crowd,75,4,0.916667,48
surfing water,75,4,0.854167,48
sweeping floor,75,4,0.720000,50
swimming backstroke,75,4,0.840000,50
swimming breast stroke,75,4,0.880000,50
swimming butterfly stroke,75,4,0.620000,50
swing dancing,75,4,0.500000,50
swinging legs,75,4,0.400000,50
swinging on something,75,4,0.673469,49
sword fighting,75,4,0.775510,49
tai chi,75,4,0.640000,50
taking a shower,75,4,0.551020,49
tango dancing,75,4,0.700000,50
tap dancing,75,4,0.734694,49
tapping guitar,75,4,0.740000,50
tapping pen,75,4,0.918367,49
tasting beer,75,4,0.660000,50
tasting food,75,4,0.480000,50
testifying,75,4,0.857143,49
texting,75,4,0.673469,49
throwing axe,75,4,0.840000,50
throwing ball,75,4,0.340000,50
throwing discus,75,4,0.780000,50
tickling,75,4,0.640000,50
tobogganing,75,4,0.900000,50
tossing coin,75,4,0.520000,50
tossing salad,75,4,0.820000,50
training dog,75,4,0.620000,50
trapezing,75,4,0.980000,50
trimming or shaving beard,75,4,0.840000,50
trimming trees,75,4,0.755102,49
triple jump,75,4,0.571429,49
tying bow tie,75,4,0.600000,50
tying knot (not on a tie),75,4,0.800000,50
tying tie,75,4,0.860000,50
unboxing,75,4,0.857143,49
unloading truck,75,4,0.640000,50
using computer,75,4,0.877551,49
using remote controller (not gaming),75,4,0.693878,49
using segway,75,4,0.877551,49
vault,75,4,0.800000,50
waiting in line,75,4,0.560000,50
walking the dog,75,4,0.775510,49
washing dishes,75,4,0.780000,50
washing feet,75,4,0.900000,50
washing hair,75,4,0.708333,48
washing hands,75,4,0.860000,50
water skiing,75,4,0.897959,49
water sliding,75,4,0.860000,50
watering plants,75,4,0.880000,50
waxing back,75,4,0.700000,50
waxing chest,75,4,0.860000,50
waxing eyebrows,75,4,0.860000,50
waxing legs,75,4,0.840000,50
weaving basket,75,4,0.960000,50
welding,75,4,0.880000,50
whistling,75,4,0.340000,50
windsurfing,75,4,0.980000,50
wrapping present,75,4,0.857143,49
wrestling,75,4,0.660000,50
writing,75,4,0.700000,50
yawning,75,4,0.448980,49
yoga,75,4,0.673469,49
zumba,75,4,0.888889,45
abseiling,100,4,0.780000,50
air drumming,100,4,0.571429,49
answering questions,100,4,0.380000,50
applauding,100,4,0.220000,50
applying cream,100,4,0.600000,50
archery,100,4,0.820000,50
arm wrestling,100,4,0.897959,49
arranging flowers,100,4,0.940000,50
assembling computer,100,4,1.000000,50
auctioning,100,4,0.800000,50
baby waking up,100,4,0.700000,50
baking cookies,100,4,0.816327,49
balloon blowing,100,4,0.816327,49
bandaging,100,4,0.660000,50
barbequing,100,4,0.880000,50
bartending,100,4,0.960000,50
beatboxing,100,4,0.489796,49
bee keeping,100,4,0.920000,50
belly dancing,100,4,0.836735,49
bench pressing,100,4,0.920000,50
bending back,100,4,0.395833,48
bending metal,100,4,0.560000,50
biking through snow,100,4,0.860000,50
blasting sand,100,4,0.600000,50
blowing glass,100,4,0.920000,50
blowing leaves,100,4,0.734694,49
blowing nose,100,4,0.620000,50
blowing out candles,100,4,0.897959,49
bobsledding,100,4,0.820000,50
bookbinding,100,4,0.920000,50
bouncing on trampoline,100,4,0.820000,50
bowling,100,4,0.938776,49
braiding hair,100,4,0.795918,49
breading or breadcrumbing,100,4,0.653061,49
breakdancing,100,4,0.700000,50
brush painting,100,4,0.729167,48
brushing hair,100,4,0.620000,50
brushing teeth,100,4,0.880000,50
building cabinet,100,4,0.840000,50
building shed,100,4,0.940000,50
bungee jumping,100,4,0.980000,50
busking,100,4,0.740000,50
canoeing or kayaking,100,4,0.920000,50
capoeira,100,4,0.800000,50
carrying baby,100,4,0.916667,48
cartwheeling,100,4,0.520000,50
carving pumpkin,100,4,0.958333,48
catching fish,100,4,0.812500,48
catching or throwing baseball,100,4,0.460000,50
catching or throwing frisbee,100,4,0.720000,50
catching or throwing softball,100,4,0.620000,50
celebrating,100,4,0.640000,50
changing oil,100,4,0.900000,50
changing wheel,100,4,0.720000,50
checking tires,100,4,0.760000,50
cheerleading,100,4,0.857143,49
chopping wood,100,4,0.857143,49
clapping,100,4,0.416667,48
clay pottery making,100,4,0.900000,50
clean and jerk,100,4,0.734694,49
cleaning floor,100,4,0.551020,49
cleaning gutters,100,4,0.860000,50
cleaning pool,100,4,0.720000,50
cleaning shoes,100,4,0.816327,49
cleaning toilet,100,4,0.920000,50
cleaning windows,100,4,0.740000,50
climbing a rope,100,4,0.900000,50
climbing ladder,100,4,0.780000,50
climbing tree,100,4,0.860000,50
contact juggling,100,4,0.780000,50
cooking chicken,100,4,0.700000,50
cooking egg,100,4,0.500000,50
cooking on campfire,100,4,0.708333,48
cooking sausages,100,4,0.660000,50
counting money,100,4,0.734694,49
country line dancing,100,4,0.860000,50
cracking neck,100,4,0.645833,48
crawling baby,100,4,0.820000,50
crossing river,100,4,0.820000,50
crying,100,4,0.530612,49
curling hair,100,4,0.877551,49
cutting nails,100,4,0.680851,47
cutting pineapple,100,4,1.000000,50
cutting watermelon,100,4,0.936170,47
dancing ballet,100,4,0.860000,50
dancing charleston,100,4,0.510204,49
dancing gangnam style,100,4,0.562500,48
dancing macarena,100,4,0.693878,49
deadlifting,100,4,0.816327,49
decorating the christmas tree,100,4,0.979592,49
digging,100,4,0.780000,50
dining,100,4,0.860000,50
disc golfing,100,4,0.820000,50
diving cliff,100,4,0.979592,49
dodgeball,100,4,0.900000,50
doing aerobics,100,4,0.560000,50
doing laundry,100,4,0.800000,50
doing nails,100,4,0.958333,48
drawing,100,4,0.750000,48
dribbling basketball,100,4,0.760000,50
drinking,100,4,0.387755,49
drinking beer,100,4,0.340000,50
drinking shots,100,4,0.428571,49
driving car,100,4,0.812500,48
driving tractor,100,4,0.897959,49
drop kicking,100,4,0.468085,47
drumming fingers,100,4,0.680000,50
dunking basketball,100,4,0.666667,48
dying hair,100,4,0.829787,47
eating burger,100,4,0.755102,49
eating cake,100,4,0.620000,50
eating carrots,100,4,0.791667,48
eating chips,100,4,0.520000,50
eating doughnuts,100,4,0.326531,49
eating hotdog,100,4,0.520000,50
eating ice cream,100,4,0.600000,50
eating spaghetti,100,4,0.918367,49
eating watermelon,100,4,0.820000,50
egg hunting,100,4,0.920000,50
exercising arm,100,4,0.367347,49
exercising with an exercise ball,100,4,0.729167,48
extinguishing fire,100,4,0.836735,49
faceplanting,100,4,0.163265,49
feeding birds,100,4,0.880000,50
feeding fish,100,4,0.836735,49
feeding goats,100,4,0.980000,50
filling eyebrows,100,4,0.938776,49
finger snapping,100,4,0.380000,50
fixing hair,100,4,0.306122,49
flipping pancake,100,4,0.959184,49
flying kite,100,4,0.880000,50
folding clothes,100,4,0.775510,49
folding napkins,100,4,0.755102,49
folding paper,100,4,0.897959,49
front raises,100,4,0.920000,50
frying vegetables,100,4,0.860000,50
garbage collecting,100,4,0.714286,49
gargling,100,4,0.673469,49
getting a haircut,100,4,0.734694,49
getting a tattoo,100,4,0.918367,49
giving or receiving award,100,4,0.800000,50
golf chipping,100,4,0.640000,50
golf driving,100,4,0.820000,50
golf putting,100,4,0.877551,49
grinding meat,100,4,0.940000,50
grooming dog,100,4,0.900000,50
grooming horse,100,4,0.836735,49
gymnastics tumbling,100,4,0.877551,49
hammer throw,100,4,0.880000,50
headbanging,100,4,0.632653,49
headbutting,100,4,0.220000,50
high jump,100,4,0.860000,50
high kick,100,4,0.280000,50
hitting baseball,100,4,0.880000,50
hockey stop,100,4,0.440000,50
holding snake,100,4,0.780000,50
hopscotch,100,4,0.900000,50
hoverboarding,100,4,0.833333,48
hugging,100,4,0.469388,49
hula hooping,100,4,0.938776,49
hurdling,100,4,0.920000,50
hurling (sport),100,4,0.980000,50
ice climbing,100,4,0.880000,50
ice fishing,100,4,0.875000,48
ice skating,100,4,0.880000,50
ironing,100,4,0.916667,48
javelin throw,100,4,0.920000,50
jetskiing,100,4,0.960000,50
jogging,100,4,0.420000,50
juggling balls,100,4,0.816327,49
juggling fire,100,4,0.800000,50
juggling soccer ball,100,4,0.700000,50
jumping into pool,100,4,0.940000,50
jumpstyle dancing,100,4,0.734694,49
kicking field goal,100,4,0.900000,50
kicking soccer ball,100,4,0.580000,50
kissing,100,4,0.717391,46
kitesurfing,100,4,0.920000,50
knitting,100,4,0.960000,50
krumping,100,4,0.795918,49
laughing,100,4,0.500000,48
laying bricks,100,4,0.857143,49
long jump,100,4,0.620000,50
lunge,100,4,0.720000,50
making a cake,100,4,0.551020,49
making a sandwich,100,4,0.700000,50
making bed,100,4,0.880000,50
making jewelry,100,4,0.795918,49
making pizza,100,4,0.880000,50
making snowman,100,4,0.940000,50
making sushi,100,4,0.920000,50
making tea,100,4,0.700000,50
marching,100,4,0.980000,50
massaging back,100,4,0.816327,49
massaging feet,100,4,0.571429,49
massaging legs,100,4,0.734694,49
massaging person's head,100,4,0.580000,50
milking cow,100,4,0.979167,48
mopping floor,100,4,0.600000,50
motorcycling,100,4,0.918367,49
moving furniture,100,4,0.560000,50
mowing lawn,100,4,0.860000,50
news anchoring,100,4,0.760000,50
opening bottle,100,4,0.640000,50
opening present,100,4,0.900000,50
paragliding,100,4,0.960000,50
parasailing,100,4,0.920000,50
parkour,100,4,0.625000,48
passing American football (in game),100,4,0.860000,50
passing American football (not in game),100,4,0.551020,49
peeling apples,100,4,0.960000,50
peeling potatoes,100,4,0.720000,50
petting animal (not cat),100,4,0.591837,49
petting cat,100,4,0.940000,50
picking fruit,100,4,0.938776,49
planting trees,100,4,0.877551,49
plastering,100,4,0.620000,50
playing accordion,100,4,0.938776,49
playing badminton,100,4,0.880000,50
playing bagpipes,100,4,0.920000,50
playing basketball,100,4,0.680000,50
playing bass guitar,100,4,0.840000,50
playing cards,100,4,0.860000,50
playing cello,100,4,0.960000,50
playing chess,100,4,0.960000,50
playing clarinet,100,4,0.820000,50
playing controller,100,4,0.980000,50
playing cricket,100,4,0.877551,49
playing cymbals,100,4,0.820000,50
playing didgeridoo,100,4,0.940000,50
playing drums,100,4,0.918367,49
playing flute,100,4,0.780000,50
playing guitar,100,4,0.660000,50
playing harmonica,100,4,0.775510,49
playing harp,100,4,0.960000,50
playing ice hockey,100,4,0.959184,49
playing keyboard,100,4,0.750000,48
playing kickball,100,4,0.800000,50
playing monopoly,100,4,0.940000,50
playing organ,100,4,0.840000,50
playing paintball,100,4,0.980000,50
playing piano,100,4,0.660000,50
playing poker,100,4,0.918367,49
playing recorder,100,4,0.880000,50
playing saxophone,100,4,0.840000,50
playing squash or racquetball,100,4,1.000000,50
playing tennis,100,4,0.938776,49
playing trombone,100,4,0.897959,49
playing trumpet,100,4,0.897959,49
playing ukulele,100,4,0.920000,50
playing violin,100,4,0.860000,50
playing volleyball,100,4,0.812500,48
playing xylophone,100,4,0.780000,50
pole vault,100,4,0.940000,50
presenting weather forecast,100,4,0.940000,50
pull ups,100,4,0.940000,50
pumping fist,100,4,0.400000,50
pumping gas,100,4,0.937500,48
punching bag,100,4,0.880000,50
punching person (boxing),100,4,0.632653,49
push up,100,4,0.812500,48
pushing car,100,4,0.740000,50
pushing cart,100,4,0.800000,50
pushing wheelchair,100,4,0.840000,50
reading book,100,4,0.820000,50
reading newspaper,100,4,0.760000,50
recording music,100,4,0.320000,50
riding a bike,100,4,0.708333,48
riding camel,100,4,0.960000,50
riding elephant,100,4,0.920000,50
riding mechanical bull,100,4,0.979592,49
riding mountain bike,100,4,0.897959,49
riding mule,100,4,0.780000,50
riding or walking with horse,100,4,0.875000,48
riding scooter,100,4,0.840000,50
riding unicycle,100,4,0.840000,50
ripping paper,100,4,0.700000,50
robot dancing,100,4,0.400000,50
rock climbing,100,4,0.920000,50
rock scissors paper,100,4,0.280000,50
roller skating,100,4,0.920000,50
running on treadmill,100,4,0.854167,48
sailing,100,4,0.959184,49
salsa dancing,100,4,0.612245,49
sanding floor,100,4,0.960000,50
scrambling eggs,100,4,0.840000,50
scuba diving,100,4,0.960000,50
setting table,100,4,0.795918,49
shaking hands,100,4,0.250000,48
shaking head,100,4,0.440000,50
sharpening knives,100,4,0.760000,50
sharpening pencil,100,4,0.880000,50
shaving head,100,4,0.740000,50
shaving legs,100,4,0.700000,50
shearing sheep,100,4,1.000000,49
shining shoes,100,4,0.800000,50
shooting basketball,100,4,0.340000,50
shooting goal (soccer),100,4,0.612245,49
shot put,100,4,0.840000,50
shoveling snow,100,4,0.960000,50
shredding paper,100,4,0.740000,50
shuffling cards,100,4,0.897959,49
side kick,100,4,0.780000,50
sign language interpreting,100,4,0.625000,48
singing,100,4,0.460000,50
situp,100,4,0.720000,50
skateboarding,100,4,0.980000,50
ski jumping,100,4,0.720000,50
skiing (not slalom or crosscountry),100,4,0.673469,49
skiing crosscountry,100,4,0.760000,50
skiing slalom,100,4,0.860000,50
skipping rope,100,4,0.880000,50
skydiving,100,4,0.900000,50
slacklining,100,4,0.836735,49
slapping,100,4,0.081633,49
sled dog racing,100,4,0.980000,50
smoking,100,4,0.510204,49
smoking hookah,100,4,0.795918,49
snatch weight lifting,100,4,0.795918,49
sneezing,100,4,0.360000,50
sniffing,100,4,0.125000,48
snorkeling,100,4,0.900000,50
snowboarding,100,4,0.723404,47
snowkiting,100,4,0.980000,50
snowmobiling,100,4,0.857143,49
somersaulting,100,4,0.380000,50
spinning poi,100,4,0.897959,49
spray painting,100,4,0.816327,49
spraying,100,4,0.400000,50
springboard diving,100,4,0.895833,48
squat,100,4,0.780000,50
sticking tongue out,100,4,0.326531,49
stomping grapes,100,4,0.880000,50
stretching arm,100,4,0.420000,50
stretching leg,100,4,0.520000,50
strumming guitar,100,4,0.640000,50
surfing crowd,100,4,0.895833,48
surfing water,100,4,0.833333,48
sweeping floor,100,4,0.700000,50
swimming backstroke,100,4,0.800000,50
swimming breast stroke,100,4,0.800000,50
swimming butterfly stroke,100,4,0.600000,50
swing dancing,100,4,0.520000,50
swinging legs,100,4,0.380000,50
swinging on something,100,4,0.632653,49
sword fighting,100,4,0.734694,49
tai chi,100,4,0.660000,50
taking a shower,100,4,0.591837,49
tango dancing,100,4,0.720000,50
tap dancing,100,4,0.734694,49
